site_id,date,temperature,temperature_max,temperature_min,precipitation,humidity,wind_speed,solar_radiation,temperature_range,vpd_kpa,et0,rainfall_7d,rainfall_30d,temperature_7d,water_balance_30d,precipitation_lag1,doy_sin,doy_cos,crop_age,kc,latitude,longitude,field_capacity,wilting_point,root_depth_m,taw_mm,target,prediction
meknes,2021-12-30,16.5,26.53,10.25,0.0,50.47,1.82,13.05,16.28,0.9297651906280155,2.2746911550955478,9.910000000000032,46.93,14.898571428571428,-3.812869151409256,0.01,-0.0215013727408137,0.999768818762748,45,0.8312499999999998,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.14874103938171088
settat,2021-12-30,16.94,27.19,10.49,0.0,51.48,1.86,12.6,16.700000000000003,0.9366173402697442,2.40629695310441,12.58,31.87000000000001,15.574285714285717,-23.134584090410605,0.09,-0.0215013727408137,0.999768818762748,45,0.8312499999999998,33.0,-7.62,0.28,0.14,1.0,140.0,0.2542148886244513,0.19040535231979835
marrakech,2021-12-31,16.69,26.72,9.06,0.0,32.79,1.72,14.0,17.659999999999997,1.276981915838578,2.5768918080857315,9.809999999999985,21.330000000000005,15.084285714285716,-36.74897979238493,0.0,-0.0043005927029819,0.9999907524084426,46,0.8525,31.63,-7.99,0.25,0.12,1.0,130.0,0.5741692147637737,0.5696793725263051
meknes,2021-12-31,18.0,28.32,12.41,0.0,47.32,1.6,12.82,15.91,1.0873095119615437,2.3531237581728432,8.64000000000003,46.83,15.478571428571428,-4.63583336528727,0.0,-0.0043005927029819,0.9999907524084426,46,0.8525,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.1478722553754579
settat,2021-12-31,17.21,28.17,11.49,0.0,47.82,1.9,12.75,16.68,1.0246417933525382,2.4296063812718414,12.08,31.740000000000016,16.05,-23.889351302167483,0.0,-0.0043005927029819,0.9999907524084426,46,0.8525,33.0,-7.62,0.28,0.14,1.0,140.0,0.2862215793616367,0.18643568484889095
marrakech,2022-01-01,16.02,25.6,10.99,0.0,32.43,1.74,14.24,14.61,1.2301867056580316,2.3042289745158087,2.1599999999999846,14.760000000000002,15.537142857142856,-44.18390088246463,0.0,0.0172015754182605,0.9998520419557736,47,0.8737499999999998,31.63,-7.99,0.25,0.12,1.0,130.0,0.5861025434987113,0.6784045130947974
meknes,2022-01-01,17.02,25.89,12.21,0.0,44.42,1.25,13.23,13.68,1.078355751682471,2.128274591262393,1.310000000000032,25.13,15.915714285714284,-27.32798589474858,0.0,0.0172015754182605,0.9998520419557736,47,0.8737499999999998,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.39757426844071964
settat,2022-01-01,16.76,27.52,11.47,0.01,43.98,1.52,12.87,16.049999999999997,1.0691156257189456,2.359073301272646,2.0700000000000003,21.14000000000002,16.39,-35.548484117278775,0.0,0.0172015754182605,0.9998520419557736,47,0.8737499999999998,33.0,-7.62,0.28,0.14,1.0,140.0,0.308842234415195,0.4577198065419048
marrakech,2022-01-02,14.91,23.51,10.68,0.0,35.44,1.65,14.12,12.830000000000002,1.0946083934199875,2.0942720289181254,0.0299999999999849,14.720000000000002,15.754285714285714,-44.43136512770531,0.0,0.034398060613608,0.9994082116062598,48,0.895,31.63,-7.99,0.25,0.12,1.0,130.0,0.6180603591132503,0.5672657726341417
meknes,2022-01-02,14.78,23.95,9.25,0.01,49.48,1.28,13.06,14.7,0.8494137774253999,2.070604608000735,0.460000000000032,25.11,15.962857142857144,-27.803009634752648,0.0,0.034398060613608,0.9994082116062598,48,0.895,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.2667317609583109
settat,2022-01-02,14.76,24.5,8.88,0.01,56.08,1.69,11.77,15.62,0.7374932776926513,2.199065006890789,0.5,21.09000000000002,16.27,-36.096308999698365,0.01,0.034398060613608,0.9994082116062598,48,0.895,33.0,-7.62,0.28,0.14,1.0,140.0,0.3469614215341119,0.38993116128175287
marrakech,2022-01-03,14.06,23.86,7.38,0.0,38.62,1.69,14.49,16.48,0.9850507313366124,2.318823516777829,0.0099999999999849,14.720000000000002,15.651428571428571,-44.90036548221572,0.0,0.0515843668694083,0.9986686402879996,49,0.9162499999999998,31.63,-7.99,0.25,0.12,1.0,130.0,0.6273479572938658,0.6568199565844809
meknes,2022-01-03,14.05,22.83,8.99,0.0,51.68,1.45,13.27,13.839999999999998,0.7749557967779598,1.9705956455327696,0.1300000000000319,25.07,15.82,-28.161140060993727,0.01,0.0515843668694083,0.9986686402879996,49,0.9162499999999998,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.2520591989998445
settat,2022-01-03,13.91,25.09,7.76,0.06,54.21,1.42,11.32,17.33,0.7277368738007801,2.2630227809778365,0.36,21.13000000000002,15.95857142857143,-36.4740366037344,0.01,0.0515843668694083,0.9986686402879996,49,0.9162499999999998,33.0,-7.62,0.28,0.14,1.0,140.0,0.3314189810399212,0.3906750211358398
marrakech,2022-01-04,11.95,21.74,6.7,0.01,49.55,2.41,13.23,15.04,0.7052639317756083,2.0751467440179607,0.0099999999999849,14.72,15.104285714285714,-44.97786646222682,0.0,0.0687554084811394,0.9976335468520452,50,0.9375,31.63,-7.99,0.25,0.12,1.0,130.0,0.6239356279661434,0.44597552930583895
meknes,2022-01-04,12.97,20.65,7.93,2.67,62.16,3.25,12.3,12.72,0.5656452587917733,1.8315688838575304,2.690000000000032,26.94,15.512857142857143,-26.657596971594447,0.0,0.0687554084811394,0.9976335468520452,50,0.9375,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.2205741044995801
settat,2022-01-04,12.39,20.13,7.06,0.97,64.73,2.7,10.65,13.07,0.5075503748407859,1.877458866961254,1.14,21.100000000000016,15.418571428571427,-36.62444125505847,0.06,0.0687554084811394,0.9976335468520452,50,0.9375,33.0,-7.62,0.28,0.14,1.0,140.0,0.3332323718889793,0.34698845476823237
marrakech,2022-01-05,9.28,16.26,5.09,0.02,67.59,2.24,14.47,11.170000000000002,0.3791834678732442,1.6334163368004109,0.0299999999999849,14.730000000000002,14.094285714285714,-44.53719667675162,0.01,0.0859061042613327,0.9963032375991964,51,0.9587499999999998,31.63,-7.99,0.25,0.12,1.0,130.0,0.6415745889631699,0.39924268500076565
meknes,2022-01-05,10.45,15.56,6.59,0.6,80.52,1.6,12.14,8.97,0.2465166811918501,1.4174150771938312,3.280000000000032,27.49,14.824285714285711,-25.894323814808605,2.67,0.0859061042613327,0.9963032375991964,51,0.9587499999999998,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.2781203795777672
settat,2022-01-05,11.31,17.15,6.89,0.22,80.93,2.36,12.43,10.259999999999998,0.2555399848127306,1.6097406892128718,1.2699999999999998,21.24000000000002,14.754285714285714,-36.259231445513386,0.97,0.0859061042613327,0.9963032375991964,51,0.9587499999999998,33.0,-7.62,0.28,0.14,1.0,140.0,0.3026762489766252,0.3224580119447093
marrakech,2022-01-06,8.99,16.19,4.51,0.0,67.65,1.85,13.99,11.68,0.3711467393815534,1.6583918764268497,0.0299999999999849,14.730000000000002,13.128571428571428,-44.17643391736773,0.02,0.1030313790431787,0.9946781061893646,52,0.98,31.63,-7.99,0.25,0.12,1.0,130.0,0.6722131442931039,0.401992084692255
meknes,2022-01-06,9.53,13.12,7.29,2.78,85.99,2.57,6.1,5.829999999999999,0.1666937022657957,1.1098973314976186,6.0600000000000325,30.26,13.828571428571427,-22.39754656766204,0.6,0.1030313790431787,0.9946781061893646,52,0.98,33.89,-5.55,0.3,0.15,1.0,150.0,0.0,0.07926769999653753
settat,2022-01-06,9.41,13.5,6.38,1.26,90.07,1.63,6.7,7.12,0.117198761302748,1.2582643886805642,2.53,22.490000000000016,13.67857142857143,-34.39958306098084,0.22,0.1030313790431787,0.9946781061893646,52,0.98,33.0,-7.62,0.28,0.14,1.0,140.0,0.3770491995872783,0.30915769280378835
marrakech,2022-01-07,10.25,19.24,4.43,0.0,52.24,1.73,14.54,14.81,0.5963725874728295,1.9627315962275915,0.0299999999999849,14.720000000000002,12.208571428571428,-44.57816011913994,0.0,0.1201261651823505,0.9927586335250792,53,1.00125,31.63,-7.99,0.25,0.12,1.0,130.0,0.6945735620185073,0.3967428309017197
meknes,2022-01-07,9.7,16.82,5.43,0.01,77.57,1.26,13.44,11.39,0.2699436708596982,1.5675615373890062,6.070000000000032,28.65,12.642857142857142,-24.071907687878248,2.78,0.1201261651823505,0.9927586335250792,53,1.00125,33.89,-5.55,0.3,0.15,1.0,150.0,0.0577698981563279,0.10306570153926797
settat,2022-01-07,10.44,18.24,4.93,0.01,78.85,2.78,12.58,13.31,0.2674716481073699,1.7927163655472056,2.54,22.20000000000002,12.711428571428572,-34.785672901786086,1.26,0.1201261651823505,0.9927586335250792,53,1.00125,33.0,-7.62,0.28,0.14,1.0,140.0,0.4320182657904924,0.32530857577273403
marrakech,2022-01-08,11.92,20.75,5.94,0.0,44.58,1.97,14.76,14.81,0.7732099998665438,2.087943991776362,0.0299999999999849,14.710000000000004,11.622857142857145,-44.72322260047167,0.0,0.1371854040566005,0.9905453876091832,54,1.0225,31.63,-7.99,0.25,0.12,1.0,130.0,0.7133215040182261,0.3712821372451802
meknes,2022-01-08,11.41,21.99,4.3,0.0,49.3,1.64,14.12,17.689999999999998,0.6839031538266888,2.084200364384641,6.070000000000032,28.61,11.84142857142857,-24.704666968145567,0.01,0.1371854040566005,0.9905453876091832,54,1.0225,33.89,-5.55,0.3,0.15,1.0,150.0,0.065159225536911,0.1401916948957928
settat,2022-01-08,11.75,22.43,5.54,0.01,57.58,1.71,13.59,16.89,0.5852303462505734,2.122140348770572,2.54,22.200000000000017,11.995714285714286,-35.253622951038764,0.01,0.1371854040566005,0.9905453876091832,54,1.0225,33.0,-7.62,0.28,0.14,1.0,140.0,0.4619404865136381,0.35437690964112395
marrakech,2022-01-09,12.4,21.88,6.97,0.0,33.96,1.69,15.28,14.91,0.950968702379758,2.1377803497638634,0.0299999999999849,14.710000000000004,11.264285714285716,-44.99688571891739,0.0,0.1542040475626894,0.988039023376751,55,1.04375,31.63,-7.99,0.25,0.12,1.0,130.0,0.7300035865553995,0.5011949581243248
meknes,2022-01-09,11.1,19.56,6.29,0.0,53.04,1.42,14.2,13.27,0.6205601984760373,1.7942467303984255,6.0600000000000325,28.55,11.315714285714288,-24.96642120392574,0.0,0.1542040475626894,0.988039023376751,55,1.04375,33.89,-5.55,0.3,0.15,1.0,150.0,0.1104294285385467,0.11051029969912193
settat,2022-01-09,11.86,22.55,5.83,0.0,49.35,2.05,13.84,16.72,0.703867064184957,2.1287400604887923,2.53,22.150000000000016,11.581428571428573,-35.65342600395543,0.01,0.1542040475626894,0.988039023376751,55,1.04375,33.0,-7.62,0.28,0.14,1.0,140.0,0.4795691196340377,0.31482015868756247
marrakech,2022-01-10,12.51,21.61,6.51,0.04,26.56,1.34,12.13,15.1,1.0651982576251282,2.1686905899565354,0.0699999999999849,14.750000000000002,11.042857142857144,-45.07900412088849,0.0,0.1711770596101998,0.985240282501282,56,1.065,31.63,-7.99,0.25,0.12,1.0,130.0,0.7130231100803497,0.5119539799206767
meknes,2022-01-10,11.23,19.47,5.88,0.03,74.52,1.25,13.82,13.59,0.339627733610985,1.832734004091346,6.090000000000032,28.42,10.912857142857144,-25.31640467558688,0.0,0.1711770596101998,0.985240282501282,56,1.065,33.89,-5.55,0.3,0.15,1.0,150.0,0.1687905621603175,0.12333691059817944
settat,2022-01-10,11.16,20.25,4.95,0.06,60.47,2.88,11.17,15.3,0.5244606732595486,1.997537452918488,2.53,22.15000000000002,11.188571428571429,-35.839965541012575,0.0,0.1711770596101998,0.985240282501282,56,1.065,33.0,-7.62,0.28,0.14,1.0,140.0,0.4686076732411331,0.17528609199015416
marrakech,2022-01-11,11.22,17.86,7.46,0.85,49.93,0.96,11.76,10.4,0.666949811886398,1.731100896693761,0.9099999999999848,15.6,10.938571428571429,-43.71476015596097,0.04,0.1880994176117975,0.9821499931752292,57,1.08625,31.63,-7.99,0.25,0.12,1.0,130.0,0.7447043852530938,0.42210193762029646
meknes,2022-01-11,14.1,22.5,9.42,0.03,73.53,1.9,9.66,13.08,0.425904533849727,1.9857197616296096,3.450000000000032,28.45,11.074285714285711,-25.153618324789846,0.03,0.1880994176117975,0.9821499931752292,57,1.08625,33.89,-5.55,0.3,0.15,1.0,150.0,0.2139467769166463,0.13646194574292703
settat,2022-01-11,13.11,19.4,9.83,0.85,85.62,1.65,6.71,9.57,0.2169341223556742,1.6943641277364665,2.41,23.000000000000018,11.29142857142857,-34.495028499288885,0.06,0.1880994176117975,0.9821499931752292,57,1.08625,33.0,-7.62,0.28,0.14,1.0,140.0,0.5234507482356952,0.16346489513715307
marrakech,2022-01-12,11.85,21.53,4.87,0.18,40.05,1.75,14.65,16.66,0.832556424975992,2.2492254848341795,1.069999999999985,15.740000000000004,11.305714285714286,-43.92688327183608,0.85,0.2049661139694953,0.9787690698649216,58,1.1075,31.63,-7.99,0.25,0.12,1.0,130.0,0.7239753326488796,0.5802177655766207
meknes,2022-01-12,13.3,22.02,7.79,0.0,64.58,1.95,13.57,14.23,0.5410113539101244,2.029793176687861,2.850000000000032,28.45,11.48142857142857,-25.305724770740355,0.03,0.2049661139694953,0.9787690698649216,58,1.1075,33.89,-5.55,0.3,0.15,1.0,150.0,0.2538472031449467,0.11061289815410466
settat,2022-01-12,13.32,22.41,7.39,0.18,74.37,1.3,12.7,15.02,0.3919883860419715,2.1478762153474364,2.37,23.180000000000017,11.578571428571427,-34.38387834411428,0.85,0.2049661139694953,0.9787690698649216,58,1.1075,33.0,-7.62,0.28,0.14,1.0,140.0,0.5542221651532361,0.29700702908375926
marrakech,2022-01-13,12.32,20.61,6.32,1.89,53.55,1.77,14.1,14.29,0.6653658512435474,2.126570706904629,2.959999999999985,17.62,11.781428571428572,-42.37109322837557,0.18,0.2217721575564818,0.975098513039961,59,1.1287499999999997,31.63,-7.99,0.25,0.12,1.0,130.0,0.4623803753979978,0.5346583643194571
meknes,2022-01-13,13.07,21.9,7.49,0.0,61.46,1.42,13.52,14.409999999999998,0.5798893846265536,2.038476808266938,0.0700000000000319,28.35,11.987142857142857,-25.806977922025293,0.0,0.2217721575564818,0.975098513039961,59,1.1287499999999997,33.89,-5.55,0.3,0.15,1.0,150.0,0.2781621377299313,0.2706499471067517
settat,2022-01-13,13.22,22.82,6.87,0.0,59.95,1.85,13.02,15.95,0.60854451770257,2.217785260149588,1.1099999999999997,23.180000000000017,12.122857142857145,-34.76330754176419,0.18,0.2217721575564818,0.975098513039961,59,1.1287499999999997,33.0,-7.62,0.28,0.14,1.0,140.0,0.5706025875866128,0.38638018310552597
marrakech,2022-01-14,11.98,19.55,6.08,16.24,53.93,1.41,13.66,13.47,0.6453095190498236,2.051769901616102,19.19999999999998,33.85,12.028571428571428,-26.669387205284863,1.89,0.2385125751940764,0.9711394088771652,60,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.4876694017094971,0.1737351063468874
meknes,2022-01-14,12.93,20.8,8.08,0.0,57.7,1.83,13.35,12.72,0.6306618860613113,1.917219878712766,0.0600000000000319,28.35,12.448571428571428,-25.785430661213702,0.0,0.2385125751940764,0.9711394088771652,60,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.3156351580524169,0.37831138117289903
settat,2022-01-14,14.12,22.23,9.16,0.0,50.71,1.54,13.1,13.07,0.7941093505543514,2.077008716836606,1.0999999999999996,23.160000000000014,12.648571428571428,-34.885895976246026,0.0,0.2385125751940764,0.9711394088771652,60,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.5920859048472074,0.4592590409041346
marrakech,2022-01-15,11.2,19.28,5.43,0.11,54.4,1.53,14.58,13.85,0.606602247945687,2.036694605936558,19.309999999999985,33.96,11.925714285714289,-26.881043285980603,16.24,0.2551824131233728,0.966892928939152,61,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.5296403727296427,0.2804891434324587
meknes,2022-01-15,12.28,20.62,6.69,0.0,64.06,1.91,13.53,13.93,0.5134641515841899,1.975268024624424,0.0600000000000319,28.27,12.572857142857142,-26.357805698534985,0.0,0.2551824131233728,0.966892928939152,61,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.3400407591063569,0.45495990504500666
settat,2022-01-15,12.71,21.25,7.04,0.0,58.63,1.77,13.1,14.21,0.6079709182292863,2.081577752611878,1.0899999999999996,23.05000000000002,12.785714285714286,-35.62063831678818,0.0,0.2551824131233728,0.966892928939152,61,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.6156380873623265,0.4632227617524791
marrakech,2022-01-16,11.58,20.58,4.35,0.0,45.94,1.4,15.13,16.229999999999997,0.737480919173449,2.245775421568786,19.309999999999985,33.96,11.808571428571428,-27.28758656286876,0.11,0.2717767384711357,0.9623603298276544,62,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.5368539894398314,0.33093697461987076
meknes,2022-01-16,12.23,20.48,7.37,0.06,59.48,1.44,13.9,13.11,0.5769956764843821,1.9244739277267864,0.1200000000000319,28.25,12.734285714285717,-26.49128714730935,0.0,0.2717767384711357,0.9623603298276544,62,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.3868631263810606,0.5312223682393378
settat,2022-01-16,12.78,21.98,6.79,0.11,57.48,2.82,13.56,15.19,0.6277449300594824,2.1694955268373546,1.1999999999999995,23.100000000000016,12.917142857142858,-35.81960141084363,0.0,0.2717767384711357,0.9623603298276544,62,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.6381352077699639,0.4506470018265031
marrakech,2022-01-17,10.79,17.93,4.93,0.0,48.12,1.41,11.24,13.0,0.6715875855473296,1.966801910968871,19.269999999999985,33.96,11.562857142857142,-26.947976961677792,0.0,0.2882906407095177,0.957542952811672,63,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.5592664161775867,0.2712763765694481
meknes,2022-01-17,12.31,21.3,5.72,0.0,52.92,1.59,13.49,15.580000000000002,0.6739467670411079,2.1164405328895484,0.0900000000000319,28.25,12.888571428571428,-26.579009676700696,0.06,0.2882906407095177,0.957542952811672,63,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.4012233913382308,0.5820454231151063
settat,2022-01-17,12.37,22.18,5.98,0.0,61.31,1.69,11.35,16.2,0.5560340941719591,2.2234901527663222,1.1399999999999997,23.100000000000016,13.09,-35.90124916316678,0.11,0.2882906407095177,0.957542952811672,63,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.6240787110695716,0.48089918740185156
marrakech,2022-01-18,10.67,18.94,6.22,0.0,48.5,1.57,10.44,12.720000000000002,0.6613603901591169,1.9484553602233907,18.419999999999984,33.79,11.484285714285717,-27.060625380493978,0.0,0.3047192331091634,0.9524422234305676,64,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.5926566224615764,0.29528665573368135
meknes,2022-01-18,13.13,21.25,8.77,0.01,53.45,1.33,6.77,12.48,0.7031634685432097,1.9580607960676253,0.0700000000000319,26.44,12.75,-28.6045910639322,0.0,0.3047192331091634,0.9524422234305676,64,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.429956949368796,0.48930464148581704
settat,2022-01-18,11.27,16.33,7.0,0.01,67.94,1.39,6.93,9.329999999999998,0.4284692417028689,1.635750134429479,0.2999999999999997,23.01000000000002,12.827142857142858,-35.70890066963503,0.0,0.3047192331091634,0.9524422234305676,64,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.6683320245611115,0.5638567713236561
marrakech,2022-01-19,10.77,19.19,4.38,0.0,49.32,1.67,14.79,14.810000000000002,0.6551804170885919,2.1222415466404727,18.239999999999984,33.74,11.33,-27.18680046073745,0.0,0.321057654185271,0.9470596510722284,65,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.6046278028038856,0.309243780814021
meknes,2022-01-19,12.93,20.81,7.9,0.04,53.59,1.24,14.04,12.909999999999998,0.6919389629339353,1.99141021148294,0.1100000000000319,26.27,12.69714285714286,-28.80491961596193,0.01,0.321057654185271,0.9470596510722284,65,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.459153979872524,0.45041905974528224
settat,2022-01-19,12.18,21.51,6.12,0.03,63.65,1.71,13.56,15.39,0.5159148536111671,2.1801037697879497,0.1499999999999997,22.99000000000002,12.664285714285713,-35.78796422360266,0.01,0.321057654185271,0.9470596510722284,65,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.6849964794962227,0.5624438335376749
