site_id,date,temperature,temperature_max,temperature_min,precipitation,humidity,wind_speed,solar_radiation,temperature_range,vpd_kpa,et0,rainfall_7d,rainfall_30d,temperature_7d,water_balance_30d,precipitation_lag1,doy_sin,doy_cos,crop_age,kc,latitude,longitude,field_capacity,wilting_point,root_depth_m,taw_mm,target,prediction
settat,2022-02-27,15.34,19.89,12.44,0.98,84.08,2.08,11.2,7.450000000000001,0.2774912512450659,2.27256655371933,3.3200000000000003,9.630000000000017,17.615714285714287,-73.43004324728,0.5,0.8402480696078469,0.5422021592729844,104,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8809622754308902,0.7451134989817331
marrakech,2022-02-28,14.32,23.1,8.16,0.04,66.72,2.14,19.19,14.94,0.5431647560038144,3.220251715369909,6.459999999999986,9.58,16.087142857142858,-73.03210460427786,4.0,0.8494504794814806,0.527668345562516,105,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8735610698326501,0.8146279578951094
meknes,2022-02-28,16.25,23.58,11.06,0.2,65.21,2.73,18.63,12.519999999999998,0.6427541792863576,3.0027584760937738,15.320000000000032,17.81,18.40142857142857,-64.39954391173033,1.84,0.8494504794814806,0.527668345562516,105,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.7933064741308213,0.5871985602648215
settat,2022-02-28,16.17,24.2,11.28,0.08,74.41,2.34,18.68,12.92,0.4703761074899584,3.092538052669966,3.39,9.700000000000015,17.57857142857143,-74.14889007499703,0.98,0.8494504794814806,0.527668345562516,105,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8900695914542206,0.7487688234773466
marrakech,2022-03-01,15.09,22.78,9.44,0.03,52.72,1.79,19.44,13.340000000000002,0.8109714257361875,3.139646604399045,6.489999999999986,8.08,15.842857142857143,-75.14328570953055,0.04,0.8584015232918917,0.512978386299228,106,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.881099386047951,0.8355131131675126
meknes,2022-03-01,16.31,26.27,8.02,0.0,52.05,1.87,20.53,18.25,0.8892826289745516,3.66203827968582,15.320000000000032,17.81,18.062857142857144,-65.55436150074745,0.2,0.8584015232918917,0.512978386299228,106,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.7946607159168906,0.6253316408835801
settat,2022-03-01,14.7,23.46,8.6,0.01,64.24,1.89,20.02,14.86,0.5981526592082166,3.1986414883555567,3.4,9.710000000000017,17.17142857142857,-74.72196192141334,0.08,0.8584015232918917,0.512978386299228,106,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8889551138670988,0.7369174352692863
marrakech,2022-03-02,13.93,21.82,8.23,0.03,54.6,1.63,17.97,13.59,0.7224763114684079,3.080353745812116,6.149999999999985,7.779999999999999,15.367142857142856,-76.14230986155039,0.03,0.8670985522812081,0.4981366284784055,107,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8835325340946141,0.8333100236436884
meknes,2022-03-02,15.3,24.12,9.53,0.09,58.88,2.0,20.89,14.590000000000002,0.7148974738136772,3.2037187458285272,15.400000000000032,17.9,17.390000000000004,-66.24260585189232,0.0,0.8670985522812081,0.4981366284784055,107,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.692718924359226,0.5616012054217207
settat,2022-03-02,14.02,22.47,9.06,0.41,71.9,1.96,20.09,13.409999999999998,0.4497913163283235,2.9988374579386683,3.61,10.120000000000015,16.347142857142856,-74.82558626840121,0.01,0.8670985522812081,0.4981366284784055,107,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8286411291466165,0.7442525279004559
marrakech,2022-03-03,12.78,21.25,7.53,0.32,54.79,1.67,21.58,13.72,0.6674588026338006,3.0053689019967957,5.989999999999985,8.1,14.71142857142857,-76.29279255239334,0.03,0.8755389928586302,0.4831474640149687,108,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8619024796819625,0.8389457600351382
meknes,2022-03-03,13.67,21.23,9.12,7.83,75.1,3.41,19.96,12.11,0.3896079497795404,2.797922884709978,16.02000000000003,25.73,16.708571428571428,-58.91899794233591,0.09,0.8755389928586302,0.4831474640149687,108,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.6703457515077027,0.4388876441164356
settat,2022-03-03,13.9,21.18,9.66,4.54,77.08,2.26,17.72,11.52,0.3640292709869382,2.791060299685077,7.13,14.660000000000018,15.718571428571428,-70.55562125057118,0.41,0.8755389928586302,0.4831474640149687,108,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8218619085188081,0.6587412855867183
marrakech,2022-03-04,10.01,15.92,4.62,1.37,66.94,2.71,18.15,11.3,0.4062365602799057,2.498995254752415,5.9299999999999855,9.47,13.657142857142858,-74.39839969174756,0.32,0.8837203473619977,0.4680153284438345,109,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8716686100099335,0.7713398619134332
meknes,2022-03-04,10.79,16.12,6.39,1.31,72.01,3.73,14.24,9.73,0.3623310817168417,2.297119837594918,12.210000000000033,27.04,15.502857142857142,-57.07703490186533,7.83,0.8837203473619977,0.4680153284438345,109,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.6703505396561007,0.5308565425376699
settat,2022-03-04,10.65,16.66,6.14,0.56,73.86,2.66,16.01,10.52,0.3352413531388308,2.412669491674958,7.08,15.220000000000017,14.591428571428574,-69.53686787653236,4.54,0.8837203473619977,0.4680153284438345,109,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8128280464593509,0.7375294196150036
marrakech,2022-03-05,8.91,16.42,3.52,0.01,61.94,1.67,21.44,12.900000000000002,0.4343022444468955,2.58353502268028,5.799999999999986,9.43,12.637142857142855,-74.37544596698497,1.37,0.8916401947968874,0.452744699607371,110,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.7013269855580757,0.7776950774198651
meknes,2022-03-05,10.22,16.42,5.89,1.36,72.66,2.52,16.23,10.53,0.3407065281994327,2.361121624665629,12.630000000000033,28.4,14.198571428571428,-55.65326372692298,1.31,0.8916401947968874,0.452744699607371,110,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.4134118369201006,0.4593110694648704
settat,2022-03-05,10.8,18.4,6.22,1.65,72.35,1.85,17.95,12.18,0.3581681698878707,2.630260931969885,8.23,16.87000000000002,13.654285714285717,-67.90009456285325,0.56,0.8916401947968874,0.452744699607371,110,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.4810230528999654,0.687864956758851
marrakech,2022-03-06,7.9,11.7,4.51,9.46,85.3,2.69,11.98,7.19,0.1566261964963984,1.8695665912904205,11.259999999999987,18.880000000000003,11.848571428571429,-64.11100796413534,0.01,0.8992961915530253,0.4373400963303323,111,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.7503951380226545,0.6204699145607163
meknes,2022-03-06,10.72,14.23,8.0,16.4,82.97,2.93,10.11,6.23,0.2194282636274068,1.86349511646474,27.190000000000037,44.77,13.322857142857142,-38.95026070208447,1.36,0.8992961915530253,0.4373400963303323,111,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.4821538309438246,0.20957145449317216
settat,2022-03-06,10.64,14.95,8.28,20.23,86.16,2.74,16.76,6.67,0.1773775213127398,1.950650831550129,27.48,37.09000000000002,12.982857142857144,-47.091682254334486,1.65,0.8992961915530253,0.4373400963303323,111,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.5582305921573611,0.368452394608434
marrakech,2022-03-07,9.69,17.05,3.73,0.0,63.35,1.31,21.95,13.32,0.440784296051956,2.741854129952245,11.219999999999988,18.510000000000005,11.187142857142858,-65.10675754725375,9.46,0.9066860720977984,0.4218060770826634,112,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.7819657584914042,0.7233340071705221
meknes,2022-03-07,11.26,17.91,7.68,0.23,73.95,2.75,15.51,10.23,0.3479171145980412,2.4526832068970816,27.220000000000034,44.93,12.61,-38.93969848380896,16.4,0.9066860720977984,0.4218060770826634,112,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.5395555214383561,0.25852342189231736
settat,2022-03-07,11.39,18.46,6.28,0.01,70.78,1.94,14.48,12.18,0.3936328628835396,2.7264529242673663,27.410000000000004,37.09000000000002,12.3,-47.45090644954684,20.23,0.9066860720977984,0.4218060770826634,112,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.6145947673847809,0.44472314490037673
marrakech,2022-03-08,10.86,20.4,3.41,0.0,54.05,1.75,22.98,16.99,0.5976017204541635,3.2519202790716086,11.189999999999989,18.03,10.582857142857142,-66.50688629045892,0.0,0.9138076496466616,0.4061472386305788,113,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8088190476547076,0.8001638001759039
meknes,2022-03-08,12.7,20.65,7.53,0.09,69.74,2.06,20.62,13.119999999999996,0.4444075717299814,2.938473168281708,27.310000000000034,44.96,12.094285714285714,-39.39465083512077,0.23,0.9138076496466616,0.4061472386305788,113,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.5967133974305167,0.24372783049437483
settat,2022-03-08,12.34,21.68,5.19,0.04,73.19,1.82,21.21,16.49,0.3845411609324891,3.300816967656153,27.44,36.95000000000001,11.962857142857144,-48.385450118661566,0.01,0.9138076496466616,0.4061472386305788,113,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.65217851534849,0.4281988767562488
marrakech,2022-03-09,14.38,24.34,7.14,0.0,43.27,1.76,19.87,17.2,0.9294955960606938,3.700336939174724,11.159999999999988,18.020000000000003,10.647142857142857,-67.44535548556114,0.0,0.9206588168102428,0.3903682146763026,114,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8183410525374248,0.7736064635517264
meknes,2022-03-09,14.72,24.23,7.88,0.1,64.35,1.53,20.7,16.35,0.597082789509561,3.5252017797165047,27.32000000000004,45.05,12.01142857142857,-39.979049599372885,0.09,0.9206588168102428,0.3903682146763026,114,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.6032940664825643,0.2429217490238172
settat,2022-03-09,14.41,23.27,6.64,0.03,72.07,2.25,18.46,16.63,0.4585094923607576,3.5694863960830525,27.06,36.83000000000001,12.01857142857143,-49.06732599058977,0.04,0.9206588168102428,0.3903682146763026,114,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.6694548911699698,0.4406530627633955
marrakech,2022-03-10,14.16,23.37,8.34,0.0,49.04,1.66,22.58,15.03,0.8231462076303103,3.459990043601162,10.839999999999987,18.020000000000003,10.844285714285714,-68.0356404277576,0.0,0.9272375462179536,0.374473674486883,115,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8312694314145068,0.7756457115047307
meknes,2022-03-10,14.12,22.39,8.8,0.24,71.63,2.02,21.78,13.59,0.4570680112644949,3.179351085522559,19.730000000000032,45.29,12.075714285714286,-40.03232105378084,0.1,0.9272375462179536,0.374473674486883,115,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.6206233995575517,0.2442295352266926
settat,2022-03-10,14.93,23.33,8.94,0.03,70.85,1.76,21.29,14.39,0.4948725556749082,3.399529359687515,22.55,36.860000000000014,12.165714285714284,-49.34132019176656,0.03,0.9272375462179536,0.374473674486883,115,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.6872678550319209,0.45135354178196546
marrakech,2022-03-11,13.97,22.88,8.15,0.0,49.56,1.97,20.07,14.73,0.804767837477926,3.42907906280108,9.469999999999988,18.020000000000003,11.41,-68.59016181947158,0.0,0.9335418911179212,0.3584683215124808,116,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8384744304095502,0.7837973999442189
meknes,2022-03-11,13.61,21.86,7.36,0.86,69.16,2.4,16.8,14.5,0.4806699678278163,3.256716518420012,19.280000000000037,46.15,12.478571428571428,-39.51017744073573,0.24,0.9335418911179212,0.3584683215124808,116,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.6013368184571073,0.20978907785794354
settat,2022-03-11,13.7,22.38,7.91,0.09,69.59,2.1,12.82,14.47,0.4767519749758156,3.3054633899077355,22.08,36.95000000000002,12.60142857142857,-49.54551885207688,0.03,0.9335418911179212,0.3584683215124808,116,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.68496285862039,0.4091318429939441
marrakech,2022-03-12,13.45,21.23,8.19,0.04,56.2,1.43,20.34,13.04,0.6755857983128716,3.195876483097383,9.499999999999986,18.06,12.058571428571428,-69.06716136057575,0.0,0.9395699859530622,0.342356891994542,117,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8347299208062356,0.7528824763755381
meknes,2022-03-12,14.21,21.43,10.7,1.89,75.22,2.69,16.26,10.73,0.4015650886714711,2.8770385407207715,19.810000000000034,48.04,13.04857142857143,-37.81088566593934,0.86,0.9395699859530622,0.342356891994542,117,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.5634340372217538,0.22514379996316086
settat,2022-03-12,13.82,21.4,9.38,0.98,74.05,1.95,16.48,12.019999999999998,0.4100170240641724,3.046614916923558,21.41,37.920000000000016,13.03285714285714,-48.88691195558006,0.09,0.9395699859530622,0.342356891994542,117,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.5945350608021902,0.4371549555057259
marrakech,2022-03-13,13.66,22.15,7.37,1.44,64.8,1.95,22.78,14.779999999999998,0.5504128214939238,3.449137685444807,1.4799999999999858,19.49,12.881428571428572,-69.47927823534471,0.04,0.945320046913132,0.3261441535642696,118,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.6638660636890534,0.7966522068794749
meknes,2022-03-13,13.77,20.34,8.88,4.98,79.36,1.6,18.35,11.46,0.3250594236126755,2.95480168087985,8.390000000000036,52.94,13.484285714285717,-33.97215461043157,1.89,0.945320046913132,0.3261441535642696,118,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.4774337841838902,0.10680398658824267
settat,2022-03-13,13.61,20.63,8.1,8.33,78.13,1.78,16.74,12.53,0.3408642087027997,3.1126685147787665,9.51,46.12000000000001,13.457142857142856,-41.70908958217524,0.98,0.945320046913132,0.3261441535642696,118,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.4605721437844446,0.24606031034957188
marrakech,2022-03-14,9.63,15.09,5.35,10.12,70.69,3.39,12.62,9.74,0.3510888265661964,2.458123786470233,11.599999999999984,29.610000000000003,12.872857142857145,-59.48566282628017,1.44,0.9507903724625832,0.3098349038318025,119,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.4972279214068962,0.6211782373153312
meknes,2022-03-14,12.82,18.74,9.19,6.88,78.52,2.04,9.52,9.55,0.3179526175472711,2.6359552454707287,15.040000000000036,59.82,13.707142857142856,-27.29345005977716,4.98,0.9507903724625832,0.3098349038318025,119,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.4504928525804006,0.10197131915861112
settat,2022-03-14,11.07,15.45,6.65,8.17,79.58,3.19,7.52,8.799999999999999,0.2693060506192999,2.415086603205936,17.67,54.29000000000001,13.411428571428573,-33.273632306671004,8.33,0.9507903724625832,0.3098349038318025,119,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.4485266833243743,0.21425500994245425
marrakech,2022-03-15,8.31,11.98,4.92,9.66,75.29,1.95,19.57,7.0600000000000005,0.2707302087668415,2.005678420305373,21.259999999999984,39.27,12.508571428571427,-49.34736572485028,10.12,0.9559793438440766,0.2934339689665273,120,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.5116200520535443,0.5594837116123224
meknes,2022-03-15,10.66,14.75,7.63,1.25,77.67,1.09,15.56,7.12,0.2865696620212374,2.131294439020006,16.200000000000035,61.07,13.415714285714287,-25.61070648240505,6.88,0.9559793438440766,0.2934339689665273,120,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.3640040506148408,0.16409473169402067
settat,2022-03-15,10.41,15.23,5.58,3.18,77.68,1.84,18.89,9.65,0.2817030173259111,2.4890582431121118,20.81,57.460000000000015,13.135714285714284,-29.913178834951776,8.17,0.9559793438440766,0.2934339689665273,120,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.4528072772621099,0.20988408162376265
marrakech,2022-03-16,8.65,14.18,4.46,2.43,81.42,2.33,13.47,9.72,0.2083181966532598,2.400123553649602,23.689999999999987,41.7,11.69,-46.93693151011277,9.66,0.9608854255574976,0.2769462022689364,121,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.5606910854736968,0.4021290531837419
meknes,2022-03-16,9.54,13.64,7.23,6.56,82.19,1.85,11.82,6.41,0.2120494236033955,1.9570435138232916,22.660000000000032,67.33,12.675714285714283,-19.106325022923897,1.25,0.9608854255574976,0.2769462022689364,121,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.4580697510725663,0.0633937402446233
settat,2022-03-16,10.89,16.69,7.14,2.05,79.5,2.15,11.84,9.55,0.2671450340843894,2.536250481618336,22.83,59.430000000000014,12.632857142857144,-28.182663868661194,3.18,0.9608854255574976,0.2769462022689364,121,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.5114338403776116,0.19829391896456713
marrakech,2022-03-17,10.88,16.97,5.81,0.36,80.21,1.77,10.33,11.16,0.2577211664465892,2.807224990769979,24.049999999999983,42.06,11.221428571428572,-46.776725785448285,2.43,0.9655071658143364,0.2603764827344581,122,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.6214623244968263,0.4474033821152687
meknes,2022-03-17,12.22,18.47,6.66,1.02,77.04,2.09,7.12,11.81,0.3267301037475637,2.938186385312803,23.44000000000004,68.34,12.404285714285717,-18.57091361854476,6.56,0.9655071658143364,0.2603764827344581,122,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.525711136969032,0.08940903790840511
settat,2022-03-17,13.19,20.11,7.71,0.99,79.79,2.18,10.28,12.4,0.306482215267673,3.1437727665822126,23.79,60.390000000000015,12.384285714285712,-27.96940354766581,2.05,0.9655071658143364,0.2603764827344581,122,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.569010232171307,0.23016836887288594
marrakech,2022-03-18,13.46,21.32,7.49,0.03,63.61,1.44,19.58,13.83,0.5616574378523015,3.4286655369681127,24.079999999999984,42.09,11.14857142857143,-47.22653214764781,0.36,0.969843196967294,0.2437297136096838,123,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.6766311304925146,0.6143093719391435
meknes,2022-03-18,14.81,22.79,8.67,0.04,65.57,2.88,16.15,14.12,0.5800068888278547,3.5151862445329902,22.62000000000004,68.37,12.575714285714286,-19.35946849278109,1.02,0.969843196967294,0.2437297136096838,123,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.5856256521861333,0.21641018342063592
settat,2022-03-18,14.6,22.88,8.01,0.11,73.45,1.9,14.92,14.87,0.4412403921006472,3.624471350059353,23.81,60.48000000000001,12.512857142857143,-28.571117098923747,0.99,0.969843196967294,0.2437297136096838,123,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.611877980295623,0.35981745407686455
marrakech,2022-03-19,15.82,24.57,7.82,0.0,51.94,1.82,22.11,16.75,0.8638720068970006,4.084666481098018,24.039999999999985,42.09,11.487142857142857,-48.11846102428239,0.03,0.9738922359149924,0.2270108209414184,124,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.6901585524489378,0.5774316512953025
meknes,2022-03-19,16.91,25.59,9.04,0.01,57.74,1.68,21.85,16.55,0.8142255834015089,4.07976791942735,20.740000000000038,68.35000000000001,12.96142857142857,-20.574602387484475,0.04,0.9738922359149924,0.2270108209414184,124,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.5784006489032121,0.2274611619399241
settat,2022-03-19,15.96,24.7,9.2,0.02,68.41,1.64,21.24,15.5,0.5729308584941443,3.8824330527792297,22.85,60.170000000000016,12.81857142857143,-29.540665213895828,0.11,0.9738922359149924,0.2270108209414184,124,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.6162628566156038,0.3804287454113525
marrakech,2022-03-20,14.78,23.29,8.63,0.01,56.41,2.5,14.83,14.659999999999998,0.7328968043937685,3.727029364430727,22.609999999999985,42.09,11.647142857142857,-48.90494060346575,0.0,0.977653084481664,0.2102247521189836,125,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.7180642271991222,0.578463127476652
meknes,2022-03-20,17.31,24.66,12.71,0.89,62.73,2.76,17.87,11.95,0.7365020763642671,3.531530067058945,16.650000000000034,69.18,13.467142857142855,-20.432625317168316,0.01,0.977653084481664,0.2102247521189836,125,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.593218062143666,0.23808266812396636
settat,2022-03-20,15.37,21.94,10.07,0.05,70.25,2.83,16.11,11.87,0.5195527544619958,3.3609617250675066,14.57,59.570000000000014,13.070000000000002,-30.694050920912357,0.02,0.977653084481664,0.2102247521189836,125,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.6512910485419448,0.4360004714597553
marrakech,2022-03-21,14.03,23.38,7.34,0.0,60.39,1.71,20.69,16.04,0.634441180503586,3.833038556006836,12.489999999999986,41.78,12.275714285714288,-50.89556665008875,0.01,0.981124629771712,0.1933764744102058,126,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.7226038790193348,0.7064419645529514
meknes,2022-03-21,15.31,22.33,10.66,0.16,71.12,1.92,19.5,11.669999999999998,0.5024198300897262,3.314157465552942,9.930000000000035,67.53,13.822857142857142,-23.59690032957759,0.89,0.981124629771712,0.1933764744102058,126,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.5854710354636012,0.25020060370890673
settat,2022-03-21,14.07,21.98,7.72,0.01,73.47,2.26,21.62,14.260000000000002,0.4260402681406519,3.5633349722533683,6.41,54.90000000000001,13.498571428571427,-37.11096002585887,0.05,0.981124629771712,0.1933764744102058,126,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.6527467928344569,0.4932039978936804
marrakech,2022-03-22,13.68,20.58,8.43,0.05,62.94,1.64,16.1,12.15,0.580251724144902,3.320112172729986,2.879999999999986,41.82000000000001,13.042857142857144,-51.35432988849707,0.0,0.984305844499033,0.1764709734915216,127,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.6517314090707209,0.7753792328996746
meknes,2022-03-22,15.12,22.14,10.6,2.63,73.93,1.09,18.8,11.54,0.4480301318943154,3.2994026707281083,11.310000000000036,70.14,14.46,-21.12234066152287,0.16,0.984305844499033,0.1764709734915216,127,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.3299354476370884,0.22372367094815818
settat,2022-03-22,14.77,21.24,11.09,0.23,78.89,1.74,14.48,10.15,0.3547023707810353,3.09280310754424,3.46,55.12000000000002,14.121428571428572,-36.882552598715726,0.01,0.984305844499033,0.1764709734915216,127,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.5705182514418441,0.3833846993076168
marrakech,2022-03-23,10.8,17.67,6.36,5.19,78.25,2.85,13.34,11.310000000000002,0.2817416887906396,2.928318105140923,5.639999999999986,47.010000000000005,13.35,-45.725611410491005,0.05,0.9871957872910084,0.1595132519726365,128,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.5699669244348042,0.5382463524290617
meknes,2022-03-23,13.29,17.36,9.16,18.16,85.12,2.19,9.67,8.2,0.2271314819116856,2.644584938220615,22.91000000000004,88.30000000000001,14.995714285714286,-2.1586150780691806,2.63,0.9871957872910084,0.1595132519726365,128,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.2940950971891115,0.10224303259523093
settat,2022-03-23,12.66,18.54,9.27,6.4,81.59,3.16,8.86,9.27,0.2696665331954862,2.7824161334302797,7.81,61.51000000000001,14.374285714285715,-29.80491185250152,0.23,0.9871957872910084,0.1595132519726365,128,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.525104348296783,0.3341988250432549
marrakech,2022-03-24,9.38,13.65,6.12,4.54,78.86,2.54,19.77,7.53,0.2490011780879377,2.284672709277233,9.819999999999986,51.55,13.135714285714286,-39.91358380823961,5.19,0.9897936029670716,0.1425083279161708,129,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.6082700738758506,0.557550348711748
meknes,2022-03-24,9.74,14.09,6.03,3.13,74.8,1.45,9.1,8.059999999999999,0.3040963069843701,2.338198777537125,25.020000000000035,91.43,14.641428571428571,2.359747848697488,18.16,0.9897936029670716,0.1425083279161708,129,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.3943702546318075,0.0783356134986034
settat,2022-03-24,11.38,15.24,8.63,2.66,74.67,2.71,18.68,6.609999999999999,0.3410032650862697,2.2654418391329587,9.48,64.17000000000002,14.115714285714288,-25.861036748798288,6.4,0.9897936029670716,0.1425083279161708,129,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.5707217772376965,0.4710346547831502
marrakech,2022-03-25,10.88,16.81,6.42,1.16,73.45,1.91,20.32,10.39,0.3457552788861516,2.84895030295927,10.949999999999989,52.34,12.767142857142858,-38.78017723623105,4.54,0.992098522791769,0.1254612333527364,130,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.6670172440516284,0.6707675069854033
meknes,2022-03-25,12.08,17.96,5.62,0.5,66.12,1.41,16.44,12.34,0.4777011503992595,3.1598807624737457,25.48000000000004,91.92,14.251428571428573,3.3060390455153077,3.13,0.992098522791769,0.1254612333527364,130,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.4444469827165542,0.1252698610369695
settat,2022-03-25,12.27,17.14,7.88,0.78,74.39,1.72,11.3,9.260000000000002,0.3656418459853008,2.780889936714586,10.15,64.75000000000001,13.78285714285714,-24.398634616329858,2.66,0.992098522791769,0.1254612333527364,130,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.6369718741071579,0.3966292297809251
marrakech,2022-03-26,12.65,20.79,6.02,0.02,62.74,1.4,24.25,14.77,0.5454202289774284,3.627946202954632,10.969999999999986,51.88,12.314285714285717,-39.61543134939928,1.16,0.9941098647022418,0.108377012791876,131,1.133,31.63,-7.99,0.25,0.12,1.0,130.0,0.7281243190358536,0.6588095837951573
meknes,2022-03-26,13.95,21.0,8.2,0.29,67.03,1.44,20.28,12.8,0.5253523005632711,3.4421191274016305,25.760000000000037,85.0,13.828571428571426,-3.741971000555288,0.5,0.9941098647022418,0.108377012791876,131,1.133,33.89,-5.55,0.3,0.15,1.0,150.0,0.5535635852423317,0.2729525368462992
settat,2022-03-26,13.81,22.21,7.41,0.26,74.61,1.58,19.08,14.8,0.4009082386004528,3.719129291116981,10.39,63.990000000000016,13.475714285714286,-25.783702736727705,0.78,0.9941098647022418,0.108377012791876,131,1.133,33.0,-7.62,0.28,0.14,1.0,140.0,0.696100681782982,0.44307339599614715
marrakech,2022-03-27,16.52,27.24,7.42,0.0,40.8,1.93,19.12,19.82,1.1127029281158938,4.764659722192151,10.959999999999988,50.45,12.562857142857142,-42.48689221005411,0.02,0.9958270335100596,0.0912607217293118,132,1.116,31.63,-7.99,0.25,0.12,1.0,130.0,0.732578535735904,0.728268266929965
meknes,2022-03-27,17.67,28.67,8.63,0.0,53.36,1.66,21.28,20.04,0.9428508899549876,4.842768312574071,24.870000000000037,79.88,13.88,-10.241343144707098,0.29,0.9958270335100596,0.0912607217293118,132,1.116,33.89,-5.55,0.3,0.15,1.0,150.0,0.5723939899674659,0.3388598408170257
settat,2022-03-27,17.49,27.99,9.24,0.04,54.43,1.95,18.76,18.75,0.9108189193938234,4.70264313718781,10.38,63.420000000000016,13.778571428571428,-27.81999363418716,0.26,0.9958270335100596,0.0912607217293118,132,1.116,33.0,-7.62,0.28,0.14,1.0,140.0,0.6706784062979154,0.4731909483294803
marrakech,2022-03-28,17.39,26.53,10.83,0.53,48.66,2.68,20.64,15.7,1.019685321138171,4.373360309538555,11.489999999999988,50.84,13.042857142857144,-43.152821088513775,0.0,0.9972495210773452,0.0741174251509443,133,1.099,31.63,-7.99,0.25,0.12,1.0,130.0,0.6547892846610552,0.7234100723959953
